,Unnamed: 0,workerId,conditionCE,conditionHeadN,level,arrayTraining,seenInTraining,participantText,compositionalAnswer,encodingCorrected,encodingCompositional,correctness,consonants,prepMGloss,prepRGloss,Grammar_HInitial-noCE.m.Left.r.Atop,Grammar_HInitial-noCE.m.Atop.r.Left,Grammar_HInitial-noCE.m.Left.r.Under,Grammar_HInitial-noCE.m.Atop.r.Right,Grammar_HInitial-noCE.m.Right.r.Atop,Grammar_HInitial-noCE.m.Under.r.Left,Grammar_HInitial-noCE.m.Right.r.Under,Grammar_HInitial-noCE.m.Under.r.Right,Grammar_HFinal-noCE.m.Left.r.Atop,Grammar_HFinal-noCE.m.Atop.r.Left,Grammar_HFinal-noCE.m.Left.r.Under,Grammar_HFinal-noCE.m.Atop.r.Right,Grammar_HFinal-noCE.m.Right.r.Atop,Grammar_HFinal-noCE.m.Under.r.Left,Grammar_HFinal-noCE.m.Right.r.Under,Grammar_HFinal-noCE.m.Under.r.Right,Grammar_HInitial-CE.m.Left.r.Atop,Grammar_HInitial-CE.m.Atop.r.Left,Grammar_HInitial-CE.m.Left.r.Under,Grammar_HInitial-CE.m.Atop.r.Right,Grammar_HInitial-CE.m.Right.r.Atop,Grammar_HInitial-CE.m.Under.r.Left,Grammar_HInitial-CE.m.Right.r.Under,Grammar_HInitial-CE.m.Under.r.Right,Grammar_HFinal-CE.m.Left.r.Atop,Grammar_HFinal-CE.m.Atop.r.Left,Grammar_HFinal-CE.m.Left.r.Under,Grammar_HFinal-CE.m.Atop.r.Right,Grammar_HFinal-CE.m.Right.r.Atop,Grammar_HFinal-CE.m.Under.r.Left,Grammar_HFinal-CE.m.Right.r.Under,Grammar_HFinal-CE.m.Under.r.Right,Grammar_HInitial-Crossed-PreP.m.Left.r.Atop,Grammar_HInitial-Crossed-PreP.m.Atop.r.Left,Grammar_HInitial-Crossed-PreP.m.Left.r.Under,Grammar_HInitial-Crossed-PreP.m.Atop.r.Right,Grammar_HInitial-Crossed-PreP.m.Right.r.Atop,Grammar_HInitial-Crossed-PreP.m.Under.r.Left,Grammar_HInitial-Crossed-PreP.m.Right.r.Under,Grammar_HInitial-Crossed-PreP.m.Under.r.Right,Grammar_HInitial-Crossed-PostP.m.Left.r.Atop,Grammar_HInitial-Crossed-PostP.m.Atop.r.Left,Grammar_HInitial-Crossed-PostP.m.Left.r.Under,Grammar_HInitial-Crossed-PostP.m.Atop.r.Right,Grammar_HInitial-Crossed-PostP.m.Right.r.Atop,Grammar_HInitial-Crossed-PostP.m.Under.r.Left,Grammar_HInitial-Crossed-PostP.m.Right.r.Under,Grammar_HInitial-Crossed-PostP.m.Under.r.Right,Grammar_HFinal-Crossed-PreP.m.Left.r.Atop,Grammar_HFinal-Crossed-PreP.m.Atop.r.Left,Grammar_HFinal-Crossed-PreP.m.Left.r.Under,Grammar_HFinal-Crossed-PreP.m.Atop.r.Right,Grammar_HFinal-Crossed-PreP.m.Right.r.Atop,Grammar_HFinal-Crossed-PreP.m.Under.r.Left,Grammar_HFinal-Crossed-PreP.m.Right.r.Under,Grammar_HFinal-Crossed-PreP.m.Under.r.Right,Grammar_HFinal-Crossed-PostP.m.Left.r.Atop,Grammar_HFinal-Crossed-PostP.m.Atop.r.Left,Grammar_HFinal-Crossed-PostP.m.Left.r.Under,Grammar_HFinal-Crossed-PostP.m.Atop.r.Right,Grammar_HFinal-Crossed-PostP.m.Right.r.Atop,Grammar_HFinal-Crossed-PostP.m.Under.r.Left,Grammar_HFinal-Crossed-PostP.m.Right.r.Under,Grammar_HFinal-Crossed-PostP.m.Under.r.Right
1903,3150,A33,branching,head final,3,"[[1,2],0]",False,sisu moy konkan moy vinvi,sisu moy konkan moy vinvi,smkmv,smkmv,1.0,svkt,horiz,under,vmkms,vmkrs,vmkms,vmkrs,smkmv,srkmv,smkmv,srkmv,smkmv,srkmv,smkmv,srkmv,vmkms,vmkrs,vmkms,vmkrs,vksmm,vksrm,vksmm,vksrm,skvmm,skvmr,skvmm,skvmr,mmskv,mrskv,mmskv,mrskv,mmvks,rmvks,mmvks,rmvks,mmvks,mrvks,mmvks,mrvks,mmskv,rmskv,mmskv,rmskv,vksmm,vksmr,vksmm,vksmr,skvmm,skvrm,skvmm,skvrm,mmskv,rmskv,mmskv,rmskv,mmvks,mrvks,mmvks,mrvks,skvmm,skvrm,skvmm,skvrm,vksmm,vksmr,vksmm,vksmr
1902,3149,A33,branching,head final,3,"[[1,[1]],0]",False,sisu rae sisu moy vinvi,sisu moy vinvi rae vinvi,srsmv,smvrv,0.4,svkt,horiz,under,vrvms,vrvrs,vrvms,vrvrs,smvrv,srvrv,smvrv,srvrv,smvrv,srvrv,smvrv,srvrv,vrvms,vrvrs,vrvms,vrvrs,vvsmr,vvsrr,vvsmr,vvsrr,svvrm,svvrr,svvrm,svvrr,rmsvv,rrsvv,rmsvv,rrsvv,mrvvs,rrvvs,mrvvs,rrvvs,rmvvs,rrvvs,rmvvs,rrvvs,mrsvv,rrsvv,mrsvv,rrsvv,vvsrm,vvsrr,vvsrm,vvsrr,svvmr,svvrr,svvmr,svvrr,mrsvv,rrsvv,mrsvv,rrsvv,rmvvs,rrvvs,rmvvs,rrvvs,svvmr,svvrr,svvmr,svvrr,vvsrm,vvsrr,vvsrm,vvsrr
1901,3148,A33,branching,head final,3,"[[3,3],0]",False,tulsul moy tulsul moy vinvi,sisu moy tulsul moy tulsul,tmtmv,smtmt,0.6,svkt,horiz,under,tmtms,tmtrs,tmtms,tmtrs,smtmt,srtmt,smtmt,srtmt,smtmt,srtmt,smtmt,srtmt,tmtms,tmtrs,tmtms,tmtrs,ttsmm,ttsrm,ttsmm,ttsrm,sttmm,sttmr,sttmm,sttmr,mmstt,mrstt,mmstt,mrstt,mmtts,rmtts,mmtts,rmtts,mmtts,mrtts,mmtts,mrtts,mmstt,rmstt,mmstt,rmstt,ttsmm,ttsmr,ttsmm,ttsmr,sttmm,sttrm,sttmm,sttrm,mmstt,rmstt,mmstt,rmstt,mmtts,mrtts,mmtts,mrtts,sttmm,sttrm,sttmm,sttrm,ttsmm,ttsmr,ttsmm,ttsmr
1897,3144,A33,branching,head final,3,"[1,[3,[3]]]",True,tulsul rae tulsul moy sisu,tulsul rae tulsul moy vinvi,trtms,trtmv,0.8,svkt,horiz,under,vmtrt,vrtrt,vmtrt,vrtrt,trtmv,trtrv,trtmv,trtrv,trtmv,trtrv,trtmv,trtrv,vmtrt,vrtrt,vmtrt,vrtrt,vttrm,vttrr,vttrm,vttrr,ttvmr,ttvrr,ttvmr,ttvrr,mrttv,rrttv,mrttv,rrttv,rmvtt,rrvtt,rmvtt,rrvtt,mrvtt,rrvtt,mrvtt,rrvtt,rmttv,rrttv,rmttv,rrttv,vttmr,vttrr,vttmr,vttrr,ttvrm,ttvrr,ttvrm,ttvrr,rmttv,rrttv,rmttv,rrttv,mrvtt,rrvtt,mrvtt,rrvtt,ttvrm,ttvrr,ttvrm,ttvrr,vttmr,vttrr,vttmr,vttrr
1899,3146,A33,branching,head final,3,"[[0,3],[1]]",True,sisu rae vinvi moy tulsul,vinvi rae tulsul moy sisu,srvmt,vrtms,0.4,svkt,horiz,under,smtrv,smtmv,vrsmt,vmsmt,tmsrv,tmsmv,vrtms,vmtms,vrtms,vmtms,tmsrv,tmsmv,vrsmt,vmsmt,smtrv,smtmv,stvrm,stvmm,vstmr,vstmm,tsvrm,tsvmm,vtsmr,vtsmm,mrvts,mmvts,rmtsv,mmtsv,mrvst,mmvst,rmstv,mmstv,mrstv,mmstv,rmvst,mmvst,mrtsv,mmtsv,rmvts,mmvts,stvmr,stvmm,vstrm,vstmm,tsvmr,tsvmm,vtsrm,vtsmm,rmvts,mmvts,mrtsv,mmtsv,rmvst,mmvst,mrstv,mmstv,vtsrm,vtsmm,tsvmr,tsvmm,vstrm,vstmm,stvmr,stvmm
1898,3145,A33,branching,head final,3,"[[1,[2]],2]",True,konkan rae sisu moy konkan,konkan moy konkan rae vinvi,krsmk,kmkrv,0.2,svkt,horiz,under,vrkmk,vrkrk,krvmk,krvrk,kmvrk,krvrk,kmkrv,krkrv,kmkrv,krkrv,kmvrk,krvrk,krvmk,krvrk,vrkmk,vrkrk,vkkmr,vkkrr,kvkmr,kvkrr,kvkrm,kvkrr,kkvrm,kkvrr,rmkkv,rrkkv,rmkvk,rrkvk,mrkvk,rrkvk,mrvkk,rrvkk,rmvkk,rrvkk,rmkvk,rrkvk,mrkvk,rrkvk,mrkkv,rrkkv,vkkrm,vkkrr,kvkrm,kvkrr,kvkmr,kvkrr,kkvmr,kkvrr,mrkkv,rrkkv,mrkvk,rrkvk,rmkvk,rrkvk,rmvkk,rrvkk,kkvmr,kkvrr,kvkmr,kvkrr,kvkrm,kvkrr,vkkrm,vkkrr
1904,3151,A33,branching,head final,4,"[3,[2,[2,[3]]]]",False,tulsul rae konkan moy tulsul moy konkan,tulsul rae konkan moy konkan moy tulsul,trkmtmk,trkmkmt,0.7142857142857142,svkt,horiz,under,tmkmkrt,trkmkmt,tmkmtrk,trkmtmk,krtmkmt,kmtmkrt,trkmkmt,tmkmkrt,trkmkmt,tmkmkrt,krtmkmt,kmtmkrt,tmkmtrk,trkmtmk,tmkmkrt,trkmkmt,tkktrmm,tkktmmr,tktkrmm,tktkmmr,ktktmmr,ktktrmm,tkktmmr,tkktrmm,mmrtkkt,rmmtkkt,mmrktkt,rmmktkt,rmmtktk,mmrtktk,rmmtkkt,mmrtkkt,mmrtkkt,rmmtkkt,mmrtktk,rmmtktk,rmmktkt,mmrktkt,rmmtkkt,mmrtkkt,tkktmmr,tkktrmm,tktkmmr,tktkrmm,ktktrmm,ktktmmr,tkktrmm,tkktmmr,rmmtkkt,mmrtkkt,rmmktkt,mmrktkt,mmrtktk,rmmtktk,mmrtkkt,rmmtkkt,tkktrmm,tkktmmr,ktktrmm,ktktmmr,tktkmmr,tktkrmm,tkktmmr,tkktrmm
1900,3147,A33,branching,head final,3,"[0,[[1,1]]]",False,sisu moy sisu rae vinvi,vinvi moy vinvi rae sisu,smsrv,vmvrs,0.4,svkt,horiz,under,srvmv,smvrv,vmvrs,vrvms,srvmv,smvrv,vmvrs,vrvms,vmvrs,vrvms,srvmv,smvrv,vmvrs,vrvms,srvmv,smvrv,svvmr,svvrm,vvsrm,vvsmr,svvmr,svvrm,vvsrm,vvsmr,rmvvs,mrvvs,mrsvv,rmsvv,rmvvs,mrvvs,mrsvv,rmsvv,rmsvv,mrsvv,mrvvs,rmvvs,rmsvv,mrsvv,mrvvs,rmvvs,svvrm,svvmr,vvsmr,vvsrm,svvrm,svvmr,vvsmr,vvsrm,mrvvs,rmvvs,rmsvv,mrsvv,mrvvs,rmvvs,rmsvv,mrsvv,vvsmr,vvsrm,svvrm,svvmr,vvsmr,vvsrm,svvrm,svvmr
1905,3152,A33,branching,head final,4,"[1,[[2,[2,1]]]]",False,konkan moy konkan moy sisu rae sisu,vinvi moy konkan moy konkan rae vinvi,kmkmsrs,vmkmkrv,0.5714285714285711,svkt,horiz,under,vrkmkmv,vmkrkmv,kmkmvrv,krkmvmv,vrvmkmk,vmvmkrk,vmkmkrv,vmkrkmv,vmkmkrv,vmkrkmv,vrvmkmk,vmvmkrk,kmkmvrv,krkmvmv,vrkmkmv,vmkrkmv,vkkvmmr,vkkvmrm,kkvvrmm,kkvvmmr,vvkkmmr,vvkkrmm,vkkvrmm,vkkvmrm,rmmvkkv,mrmvkkv,mmrvvkk,rmmvvkk,rmmkkvv,mmrkkvv,mmrvkkv,mrmvkkv,rmmvkkv,mrmvkkv,mmrkkvv,rmmkkvv,rmmvvkk,mmrvvkk,mmrvkkv,mrmvkkv,vkkvrmm,vkkvmrm,kkvvmmr,kkvvrmm,vvkkrmm,vvkkmmr,vkkvmmr,vkkvmrm,mmrvkkv,mrmvkkv,rmmvvkk,mmrvvkk,mmrkkvv,rmmkkvv,rmmvkkv,mrmvkkv,vkkvmmr,vkkvmrm,vvkkrmm,vvkkmmr,kkvvmmr,kkvvrmm,vkkvrmm,vkkvmrm
1909,3156,A33,branching,head final,4,"[[[2,0],1],2]",False,konkan moy vinvi moy sisu moy konkan,konkan moy vinvi moy sisu moy konkan,kmvmsmk,kmvmsmk,1.0,svkt,horiz,under,kmsmvmk,krsmvrk,kmsmvmk,krsmvrk,kmvmsmk,krvmsrk,kmvmsmk,krvmsrk,kmvmsmk,krvmsrk,kmvmsmk,krvmsrk,kmsmvmk,krsmvrk,kmsmvmk,krsmvrk,ksvkmmm,ksvkrmr,ksvkmmm,ksvkrmr,kvskmmm,kvskrmr,kvskmmm,kvskrmr,mmmkvsk,rmrkvsk,mmmkvsk,rmrkvsk,mmmksvk,rmrksvk,mmmksvk,rmrksvk,mmmksvk,rmrksvk,mmmksvk,rmrksvk,mmmkvsk,rmrkvsk,mmmkvsk,rmrkvsk,ksvkmmm,ksvkrmr,ksvkmmm,ksvkrmr,kvskmmm,kvskrmr,kvskmmm,kvskrmr,mmmkvsk,rmrkvsk,mmmkvsk,rmrkvsk,mmmksvk,rmrksvk,mmmksvk,rmrksvk,kvskmmm,kvskrmr,kvskmmm,kvskrmr,ksvkmmm,ksvkrmr,ksvkmmm,ksvkrmr
1907,3154,A33,branching,head final,4,"[0,[[3,[[1,1]]]]]",False,sisu moy sisu rae tulsul rae vinvi,vinvi moy vinvi rae tulsul rae sisu,smsrtrv,vmvrtrs,0.5714285714285711,svkt,horiz,under,srtrvmv,smtmvrv,vmvrtrs,vrvmtms,srtrvmv,smtmvrv,vmvrtrs,vrvmtms,vmvrtrs,vrvmtms,srtrvmv,smtmvrv,vmvrtrs,vrvmtms,srtrvmv,smtmvrv,stvvmrr,stvvrmm,vvtsrrm,vvtsmmr,stvvmrr,stvvrmm,vvtsrrm,vvtsmmr,rrmvvts,mmrvvts,mrrstvv,rmmstvv,rrmvvts,mmrvvts,mrrstvv,rmmstvv,rrmstvv,mmrstvv,mrrvvts,rmmvvts,rrmstvv,mmrstvv,mrrvvts,rmmvvts,stvvrrm,stvvmmr,vvtsmrr,vvtsrmm,stvvrrm,stvvmmr,vvtsmrr,vvtsrmm,mrrvvts,rmmvvts,rrmstvv,mmrstvv,mrrvvts,rmmvvts,rrmstvv,mmrstvv,vvtsmrr,vvtsrmm,stvvrrm,stvvmmr,vvtsmrr,vvtsrmm,stvvrrm,stvvmmr
1908,3155,A33,branching,head final,4,"[[[0,1],0],[2]]",False,konkan rae vinvi moy sisu moy vinvi,konkan rae sisu moy vinvi moy sisu,krvmsmv,krsmvms,0.5714285714285711,svkt,horiz,under,smvmsrk,srvmsmk,krsmvms,kmsrvms,smvmsrk,smvrsmk,krsmvms,kmsmvrs,krsmvms,kmsmvrs,smvmsrk,smvrsmk,krsmvms,kmsrvms,smvmsrk,srvmsmk,svskrmm,svskmmr,ksvsmmr,ksvsmrm,svskrmm,svskmrm,ksvsmmr,ksvsrmm,mmrksvs,rmmksvs,rmmsvsk,mrmsvsk,mmrksvs,mrmksvs,rmmsvsk,mmrsvsk,mmrsvsk,rmmsvsk,rmmksvs,mrmksvs,mmrsvsk,mrmsvsk,rmmksvs,mmrksvs,svskmmr,svskrmm,ksvsrmm,ksvsmrm,svskmmr,svskmrm,ksvsrmm,ksvsmmr,rmmksvs,mmrksvs,mmrsvsk,mrmsvsk,rmmksvs,mrmksvs,mmrsvsk,rmmsvsk,ksvsrmm,ksvsmmr,svskmmr,svskmrm,ksvsrmm,ksvsmrm,svskmmr,svskrmm
1910,3157,A33,branching,head final,4,"[0,[3,[[0,[0]]]]]",False,tulsul moy vinvi rae vinvi rae vinvi,sisu rae sisu rae tulsul moy sisu,tmvrvrv,srsrtms,0.14285714285714302,svkt,horiz,under,smtrsrs,srtrsrs,smsrsrt,srsrsrt,trsrsms,trsrsrs,srsrtms,srsrtrs,srsrtms,srsrtrs,trsrsms,trsrsrs,smsrsrt,srsrsrt,smtrsrs,srtrsrs,stssrrm,stssrrr,ssstrrm,ssstrrr,tsssmrr,tsssrrr,sstsmrr,sstsrrr,mrrssts,rrrssts,mrrtsss,rrrtsss,rrmssst,rrrssst,rrmstss,rrrstss,mrrstss,rrrstss,mrrssst,rrrssst,rrmtsss,rrrtsss,rrmssts,rrrssts,stssmrr,stssrrr,ssstmrr,ssstrrr,tsssrrm,tsssrrr,sstsrrm,sstsrrr,rrmssts,rrrssts,rrmtsss,rrrtsss,mrrssst,rrrssst,mrrstss,rrrstss,sstsrrm,sstsrrr,tsssrrm,tsssrrr,ssstmrr,ssstrrr,stssmrr,stssrrr
1911,3158,A33,branching,head final,4,"[[[2,[1]],[2]],[3]]",False,tulsul rae konkan rae sisu rae konkan,tulsul rae konkan rae vinvi rae konkan,trkrsrk,trkrvrk,0.857142857142857,svkt,horiz,under,krvrkrt,kmvrkmt,trkrvrk,tmkrvmk,krvrkrt,kmvrkmt,trkrvrk,tmkrvmk,trkrvrk,tmkrvmk,krvrkrt,kmvrkmt,trkrvrk,tmkrvmk,krvrkrt,kmvrkmt,kvktrrr,kvktmrm,tkvkrrr,tkvkmrm,kvktrrr,kvktmrm,tkvkrrr,tkvkmrm,rrrtkvk,mrmtkvk,rrrkvkt,mrmkvkt,rrrtkvk,mrmtkvk,rrrkvkt,mrmkvkt,rrrkvkt,mrmkvkt,rrrtkvk,mrmtkvk,rrrkvkt,mrmkvkt,rrrtkvk,mrmtkvk,kvktrrr,kvktmrm,tkvkrrr,tkvkmrm,kvktrrr,kvktmrm,tkvkrrr,tkvkmrm,rrrtkvk,mrmtkvk,rrrkvkt,mrmkvkt,rrrtkvk,mrmtkvk,rrrkvkt,mrmkvkt,tkvkrrr,tkvkmrm,kvktrrr,kvktmrm,tkvkrrr,tkvkmrm,kvktrrr,kvktmrm
1912,3159,A33,branching,head final,4,"[2,[0,[[2,3]]]]",False,tulsul moy konkan rae vinvi moy konkan,tulsul moy konkan rae sisu moy konkan,tmkrvmk,tmkrsmk,0.857142857142857,svkt,horiz,under,kmsrkmt,krsrkmt,kmkmtrs,krkmtrs,srtmkmk,srtmkrk,tmkrsmk,tmkrsrk,tmkrsmk,tmkrsrk,srtmkmk,srtmkrk,kmkmtrs,krkmtrs,kmsrkmt,krsrkmt,ksktmrm,ksktmrr,kktsrmm,kktsrmr,stkkmmr,stkkrmr,tkskmrm,tkskrrm,mrmtksk,rrmtksk,mmrstkk,rmrstkk,rmmkkts,rmrkkts,mrmkskt,mrrkskt,mrmkskt,rrmkskt,mmrkkts,rmrkkts,rmmstkk,rmrstkk,mrmtksk,mrrtksk,ksktmrm,ksktrrm,kktsmmr,kktsrmr,stkkrmm,stkkrmr,tkskmrm,tkskmrr,mrmtksk,mrrtksk,rmmstkk,rmrstkk,mmrkkts,rmrkkts,mrmkskt,rrmkskt,tkskmrm,tkskmrr,stkkrmm,stkkrmr,kktsmmr,kktsrmr,ksktmrm,ksktrrm
1913,3160,A33,branching,head final,4,"[[[1,[1]],3],0]",False,sisu rae sisu moy konkan moy vinvi,sisu moy tulsul moy vinvi rae vinvi,srsmkmv,smtmvrv,0.42857142857142894,svkt,horiz,under,vrvmtms,vmvmtrs,vrvmtms,vmvmtrs,smtmvrv,srtmvmv,smtmvrv,srtmvmv,smtmvrv,srtmvmv,smtmvrv,srtmvmv,vrvmtms,vmvmtrs,vrvmtms,vmvmtrs,vvtsmmr,vvtsrmm,vvtsmmr,vvtsrmm,stvvrmm,stvvmmr,stvvrmm,stvvmmr,rmmstvv,mmrstvv,rmmstvv,mmrstvv,mmrvvts,rmmvvts,mmrvvts,rmmvvts,rmmvvts,mmrvvts,rmmvvts,mmrvvts,mmrstvv,rmmstvv,mmrstvv,rmmstvv,vvtsrmm,vvtsmmr,vvtsrmm,vvtsmmr,stvvmmr,stvvrmm,stvvmmr,stvvrmm,mmrstvv,rmmstvv,mmrstvv,rmmstvv,rmmvvts,mmrvvts,rmmvvts,mmrvvts,stvvmmr,stvvrmm,stvvmmr,stvvrmm,vvtsrmm,vvtsmmr,vvtsrmm,vvtsmmr
1914,3161,A33,branching,head final,4,"[[[1,[0]],[0]],1]",False,vinvi rae vinvi rae sisu moy sisu,vinvi moy sisu rae sisu rae vinvi,vrvrsms,vmsrsrv,0.42857142857142894,svkt,horiz,under,vrsrsmv,vmsrsrv,srsrvmv,srsmvrv,vmvrsrs,vrvmsrs,vmsrsrv,vrsrsmv,vmsrsrv,vrsrsmv,vmvrsrs,vrvmsrs,srsrvmv,srsmvrv,vrsrsmv,vmsrsrv,vssvmrr,vssvrrm,ssvvmrr,ssvvrmr,vvssrrm,vvssrmr,vssvrrm,vssvmrr,rrmvssv,mrrvssv,rrmvvss,rmrvvss,mrrssvv,rmrssvv,mrrvssv,rrmvssv,rrmvssv,mrrvssv,rrmssvv,rmrssvv,mrrvvss,rmrvvss,mrrvssv,rrmvssv,vssvrrm,vssvmrr,ssvvrrm,ssvvrmr,vvssmrr,vvssrmr,vssvmrr,vssvrrm,mrrvssv,rrmvssv,mrrvvss,rmrvvss,rrmssvv,rmrssvv,rrmvssv,mrrvssv,vssvmrr,vssvrrm,vvssmrr,vvssrmr,ssvvrrm,ssvvrmr,vssvrrm,vssvmrr
1896,3143,A33,branching,head final,3,"[[1,[2]],[2]]",True,konkan rae konkan rae sisu,konkan rae konkan rae vinvi,krkrs,krkrv,0.8,svkt,horiz,under,vrkrk,vrkmk,krkrv,kmkrv,vrkrk,vrkmk,krkrv,kmkrv,krkrv,kmkrv,vrkrk,vrkmk,krkrv,kmkrv,vrkrk,vrkmk,vkkrr,vkkmr,kkvrr,kkvrm,vkkrr,vkkmr,kkvrr,kkvrm,rrkkv,rmkkv,rrvkk,mrvkk,rrkkv,rmkkv,rrvkk,mrvkk,rrvkk,rmvkk,rrkkv,mrkkv,rrvkk,rmvkk,rrkkv,mrkkv,vkkrr,vkkrm,kkvrr,kkvmr,vkkrr,vkkrm,kkvrr,kkvmr,rrkkv,mrkkv,rrvkk,rmvkk,rrkkv,mrkkv,rrvkk,rmvkk,kkvrr,kkvmr,vkkrr,vkkrm,kkvrr,kkvmr,vkkrr,vkkrm
1906,3153,A33,branching,head final,4,"[[[3,1],[3]],3]",False,tulsul rae tulsul moy sisu moy tulsul,tulsul moy tulsul rae vinvi moy tulsul,trtmsmt,tmtrvmt,0.5714285714285711,svkt,horiz,under,tmvrtmt,trvrtrt,trtmvmt,trtrvrt,tmvmtrt,trvrtrt,tmtrvmt,trtrvrt,tmtrvmt,trtrvrt,tmvmtrt,trvrtrt,trtmvmt,trtrvrt,tmvrtmt,trvrtrt,tvttmrm,tvttrrr,ttvtmmr,ttvtrrr,tvttrmm,tvttrrr,ttvtmrm,ttvtrrr,mrmttvt,rrrttvt,rmmtvtt,rrrtvtt,mmrttvt,rrrttvt,mrmtvtt,rrrtvtt,mrmtvtt,rrrtvtt,rmmttvt,rrrttvt,mmrtvtt,rrrtvtt,mrmttvt,rrrttvt,tvttmrm,tvttrrr,ttvtrmm,ttvtrrr,tvttmmr,tvttrrr,ttvtmrm,ttvtrrr,mrmttvt,rrrttvt,mmrtvtt,rrrtvtt,rmmttvt,rrrttvt,mrmtvtt,rrrtvtt,ttvtmrm,ttvtrrr,tvttmmr,tvttrrr,ttvtrmm,ttvtrrr,tvttmrm,tvttrrr
1915,3162,A33,branching,head final,4,"[[[3,3],[0]],[2]]",False,konkan rae vinvi rae sisu moy tulsul,konkan rae sisu rae tulsul moy tulsul,krvrsmt,krsrtmt,0.7142857142857142,svkt,horiz,under,tmtrsrk,trtrsmk,krsrtmt,kmsrtrt,tmtrsrk,trtrsmk,krsrtmt,kmsrtrt,krsrtmt,kmsrtrt,tmtrsrk,trtrsmk,krsrtmt,kmsrtrt,tmtrsrk,trtrsmk,ttskrrm,ttskmrr,ksttmrr,ksttrrm,ttskrrm,ttskmrr,ksttmrr,ksttrrm,mrrkstt,rrmkstt,rrmttsk,mrrttsk,mrrkstt,rrmkstt,rrmttsk,mrrttsk,mrrttsk,rrmttsk,rrmkstt,mrrkstt,mrrttsk,rrmttsk,rrmkstt,mrrkstt,ttskmrr,ttskrrm,ksttrrm,ksttmrr,ttskmrr,ttskrrm,ksttrrm,ksttmrr,rrmkstt,mrrkstt,mrrttsk,rrmttsk,rrmkstt,mrrkstt,mrrttsk,rrmttsk,ksttrrm,ksttmrr,ttskmrr,ttskrrm,ksttrrm,ksttmrr,ttskmrr,ttskrrm
1895,3142,A33,branching,head final,3,"[[3,2],[0]]",True,vinvi rae konkan moy tulsul,sisu rae konkan moy tulsul,vrkmt,srkmt,0.8,svkt,horiz,under,tmkrs,tmkms,srtmk,smtmk,kmtrs,kmtms,srkmt,smkmt,srkmt,smkmt,kmtrs,kmtms,srtmk,smtmk,tmkrs,tmkms,tksrm,tksmm,stkmr,stkmm,ktsrm,ktsmm,sktmr,sktmm,mrskt,mmskt,rmkts,mmkts,mrstk,mmstk,rmtks,mmtks,mrtks,mmtks,rmstk,mmstk,mrkts,mmkts,rmskt,mmskt,tksmr,tksmm,stkrm,stkmm,ktsmr,ktsmm,sktrm,sktmm,rmskt,mmskt,mrkts,mmkts,rmstk,mmstk,mrtks,mmtks,sktrm,sktmm,ktsmr,ktsmm,stkrm,stkmm,tksmr,tksmm
1893,3140,A33,branching,head final,3,"[2,[3,[0]]]",True,vinvi rae tulsul moy konkan,sisu rae tulsul moy konkan,vrtmk,srtmk,0.8,svkt,horiz,under,kmtrs,krtrs,kmsrt,krsrt,trsmk,trsrk,srtmk,srtrk,srtmk,srtrk,trsmk,trsrk,kmsrt,krsrt,kmtrs,krtrs,ktsrm,ktsrr,kstrm,kstrr,tskmr,tskrr,stkmr,stkrr,mrstk,rrstk,mrtsk,rrtsk,rmkst,rrkst,rmkts,rrkts,mrkts,rrkts,mrkst,rrkst,rmtsk,rrtsk,rmstk,rrstk,ktsmr,ktsrr,kstmr,kstrr,tskrm,tskrr,stkrm,stkrr,rmstk,rrstk,rmtsk,rrtsk,mrkst,rrkst,mrkts,rrkts,stkrm,stkrr,tskrm,tskrr,kstmr,kstrr,ktsmr,ktsrr
1894,3141,A33,branching,head final,3,"[0,[[2,0]]]",True,vinvi moy konkan rae vinvi,sisu moy konkan rae sisu,vmkrv,smkrs,0.6,svkt,horiz,under,srkms,smkrs,kmsrs,krsms,srsmk,smsrk,smkrs,srkms,smkrs,srkms,srsmk,smsrk,kmsrs,krsms,srkms,smkrs,sksmr,sksrm,kssrm,kssmr,sskmr,sskrm,sksrm,sksmr,rmsks,mrsks,mrssk,rmssk,rmkss,mrkss,mrsks,rmsks,rmsks,mrsks,mrkss,rmkss,rmssk,mrssk,mrsks,rmsks,sksrm,sksmr,kssmr,kssrm,sskrm,sskmr,sksmr,sksrm,mrsks,rmsks,rmssk,mrssk,mrkss,rmkss,rmsks,mrsks,sksmr,sksrm,sskrm,sskmr,kssmr,kssrm,sksrm,sksmr
1876,3123,A33,branching,head final,1,0,True,sisu,sisu,s,s,1.0,svkt,horiz,under,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
1877,3124,A33,branching,head final,1,1,True,vinvi,vinvi,v,v,1.0,svkt,horiz,under,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v
